121121.config,b7455b10da762f2d447678c88e37cc1eb6cb45ee,4b5305decc8436bfe363d1c1773e8fa1c828b14d,108.15
060720.config,b7455b10da762f2d447678c88e37cc1eb6cb45ee,bb57768215fb6b557a1ef95a3d87b011efe2e267,54.59
010722.config,b7455b10da762f2d447678c88e37cc1eb6cb45ee,f7ecac6a0927fba05321fd2997d33688ee547f21,53.09
100520.config,b7455b10da762f2d447678c88e37cc1eb6cb45ee,7c4ed1df0a59541b0c40c468df52217c2e03c210,56.87
100718.config,b7455b10da762f2d447678c88e37cc1eb6cb45ee,388008bbd60ccf2787ebe053dd91ee92f275630f,50.66
022520.config,b7455b10da762f2d447678c88e37cc1eb6cb45ee,1afd37c6a335369a7927c732a93c0558b64e40bb,51.86
020421.config,b7455b10da762f2d447678c88e37cc1eb6cb45ee,86ad9a24f21ea7aac7deed06fe9556392568d88a,50.64
090820.config,b7455b10da762f2d447678c88e37cc1eb6cb45ee,f4ba4e55db6db7e85e847f1a5891efa792580809,54.28
020119.config,83e5775d7afda68f6d7576d21f7a080fbfeecc4f,3059785bb76e8df7d6585f9b9e2869bd1bd489f6,19.36
090421.config,aabe491169befbe5481144acf575a0260939764a,72d6cbb533d4309734606027fe083c4edb0aa7aa,51.11
100921.config,aa5c49149a823599764e6953229b028e4bf6e9cc,5c976a56570f29aaf4a2f9a1bf99789c252183c9,50.49
032521.config,aa5c49149a823599764e6953229b028e4bf6e9cc,d1a97648ae028a44536927c87837c45ada7141c9,55.93
010722.config,d514392f17fd4d386cfadde7f849d97db4ca1fb0,216a9873198bdc5c670a9f71d58fafd30227c9c8,59.04
090421.config,d514392f17fd4d386cfadde7f849d97db4ca1fb0,72d6cbb533d4309734606027fe083c4edb0aa7aa,51.63
110821.config,a54df7622717a40ddec95fd98086aff8ba7839a6,cfdf6b19e750f7de8ae71a26932f63b52e3bf74c,52.50
121121.config,a54df7622717a40ddec95fd98086aff8ba7839a6,b011a57e41ccbd402ecdcb53514ba76b898ec22e,50.14
090421.config,9fbee811e479aca2f3523787cae1f46553141b40,9467a0ce486c87a8f06ad492afa8b95686bff61f,52.04
011618.config,9fbee811e479aca2f3523787cae1f46553141b40,3fc0b7d3e0a4d37e4c60c2232df4500187a07232,19.55
080421.config,9fbee811e479aca2f3523787cae1f46553141b40,c454d16a7d5a9af88b844d98bec50d2363c19941,51.12
110821.config,e2f86c02fdc96ca29ced53221a3cbf50aa6f8b49,c9c5608fafe4dae975c9644c7d14c51ad3b0ed73,52.51
090820.config,e2f86c02fdc96ca29ced53221a3cbf50aa6f8b49,2d9bdf645584d15ed1d4aae6204cb6ea8b673d48,51.52
073120.config,e2f86c02fdc96ca29ced53221a3cbf50aa6f8b49,536a4f75d48146ddf8beb97eaf454f616b6bf4b2,50.98
062721.config,ae0c77e1bc6963c67c6c09e8c72959fcb1ed8d5f,9b13ff4340dff30f361462999a6a122fcc4e473f,52.29
020119.config,ae0c77e1bc6963c67c6c09e8c72959fcb1ed8d5f,eb5e6730db98fcc4b51148b4a819fa4bf864ae54,124.75
060720.config,66eee64b235411d512bed4d672c2d00683239daf,d941f47caa386931c3b598ad1b43d5ddd65869aa,54.02
120920.config,4fafd96910add124586b549ad005dcd179de8a18,1918651f2d7e8d58c9b7c49755c61e41ed655009,22.10
092021.config,4fafd96910add124586b549ad005dcd179de8a18,f4475f249445b3c1fb99919b0514a075b6d6b3d4,51.55
020421.config,4fafd96910add124586b549ad005dcd179de8a18,0c4915b6ad823b2e6ae9d97f6da64f1612254d6e,52.04
110821.config,129af770823407ee115a56c69a04b440fd2fbe61,cfdf6b19e750f7de8ae71a26932f63b52e3bf74c,52.35
090421.config,49a8133221c71b935f36a7c340c0271c2a9ee2db,72d6cbb533d4309734606027fe083c4edb0aa7aa,51.16
041221.config,49a8133221c71b935f36a7c340c0271c2a9ee2db,2cf2581cd2290ccef674f1be5f7977d66702eedb,160.11
060720.config,129af770823407ee115a56c69a04b440fd2fbe61,4601e24a6fb819d38d1156d0f690cbe6a42c6d76,51.45
010722.config,129af770823407ee115a56c69a04b440fd2fbe61,9b648bb1d89ef058196cff4fe3bd678ab7ebdb19,50.35
110821.config,6ba8a227fd19d19779005fb66ad7562608e1df83,3652096e5263ad67604b0323f71d133485f410e5,51.89
022520.config,09e41676e35ab06e4bce8870ea3bf1f191c3cb90,6a6c4a4d459ecacc9013c45dcbf2bc9747fdbdbd,27.08
121121.config,09e41676e35ab06e4bce8870ea3bf1f191c3cb90,4f67cca70c0f615e9cfe6ac42244f3416ec60877,50.47
032221.config,09e41676e35ab06e4bce8870ea3bf1f191c3cb90,031d5c16065606efc387aa6865690037c13cefc4,53.63
121121.config,509583475828c4fd86897113f78315c1431edcc3,b011a57e41ccbd402ecdcb53514ba76b898ec22e,51.06
010722.config,509583475828c4fd86897113f78315c1431edcc3,771ced73fccd0ac19bb956eaacce3669cfccc805,55.34
122719.config,509583475828c4fd86897113f78315c1431edcc3,0df952873636a6df4b7469a4eb4da1e477031e3a,54.76
032521.config,509583475828c4fd86897113f78315c1431edcc3,ddaf14dab78c915b52f6c359b3f00ef3b97bccf6,51.49
110821.config,c068f40300a0eaa34f7105d137a5560b86951aa9,c9c5608fafe4dae975c9644c7d14c51ad3b0ed73,52.07
020421.config,465461cf48465b8a0a54025db5ae2b3df7a04577,a66111446d3eaf6e982d6a497745cb4fa7247afa,60.63
041221.config,465461cf48465b8a0a54025db5ae2b3df7a04577,e318c3c2ae7d64ae47467044523bd3e2da5c5ce6,51.01
092021.config,4d6d7ce9baaf9e67a85a53afc69a36af716f7670,ea97e44f83e25cb63c70293d71ab625a23f8a0cc,56.37
051320.config,4d6d7ce9baaf9e67a85a53afc69a36af716f7670,7cba8c30aa7baf79650dec6b7713b985be84c5f7,18.31
110821.config,4d6d7ce9baaf9e67a85a53afc69a36af716f7670,ed04ea76e69e7194f7489cebe23a32a68f39218d,51.14
102920.config,7f7a8831520f12a3cf894b0627641fad33971221,bd0cef2a797ac59a103c887b7864b6cf7bd5b512,18.28
051320.config,6ba8a227fd19d19779005fb66ad7562608e1df83,09f8676eae1d20f840c418503001d29d1ecaa584,52.29
080421.config,9ce08dd7ea24253aac5fd2519f9aea27dfb390c9,5f11723b204aaf461e7a5242fc732222d2f0aa17,51.04
